"W ID","Colony","Treatment","Days after start of experiment","No. foraging bouts per day","Mean foraging duration"
"A0 01 03 C0 00 A0 D8 45","WB18","D",25,3,1899-12-31 00:29:26
"A0 01 03 C0 00 A0 D8 45","WB18","D",20,4,1899-12-31 00:22:39
"A0 01 03 C0 00 A0 D8 45","WB18","D",21,6,1899-12-31 00:30:21
"A0 01 03 C0 00 A0 D8 45","WB18","D",28,6,1899-12-31 00:58:15
"A0 01 03 C0 00 A0 D8 45","WB18","D",27,10,1899-12-31 00:29:43
"A0 01 03 C0 00 A0 E8 35","WB18","D",9,1,1899-12-31 00:06:28
"A0 01 03 C0 00 A0 E8 35","WB18","D",13,1,1899-12-31 00:40:55
"A0 01 03 C0 00 A0 E8 35","WB18","D",8,3,1899-12-31 00:57:21
"A0 01 03 C0 00 A0 E8 35","WB18","D",10,4,1899-12-31 00:26:16
"A0 01 03 C0 00 A0 E8 35","WB18","D",11,7,1899-12-31 01:16:16
"A0 01 03 C0 00 A0 E8 35","WB18","D",12,10,1899-12-31 00:16:35
"A0 01 03 C0 00 A0 E8 52","WB18","D",11,1,1899-12-31 00:33:56
"A0 01 03 C0 00 A0 E8 52","WB18","D",16,1,1899-12-31 02:55:30
"A0 01 03 C0 00 A0 E8 52","WB18","D",19,1,1899-12-31 00:53:08
"A0 01 03 C0 00 A0 E8 52","WB18","D",14,2,1899-12-31 00:22:46
"A0 01 03 C0 00 A0 E8 52","WB18","D",15,2,1899-12-31 00:38:52
"A0 01 03 C0 00 A0 E8 52","WB18","D",18,2,1899-12-31 00:37:23
"A0 01 03 C0 00 A0 E8 52","WB18","D",22,3,1899-12-31 01:30:40
"A0 01 03 C0 00 A0 E8 52","WB18","D",24,3,1899-12-31 00:41:28
"A0 01 03 C0 00 A0 E8 52","WB18","D",27,3,1899-12-31 03:20:39
"A0 01 03 C0 00 A0 E8 52","WB18","D",25,4,1899-12-31 00:51:43
"A0 01 03 C0 00 A0 E8 52","WB18","D",20,5,1899-12-31 00:09:18
"A0 01 03 C0 00 A0 E8 52","WB18","D",21,5,1899-12-31 00:26:34
"A0 01 03 C0 00 A0 E8 52","WB18","D",23,5,1899-12-31 00:48:34
"A0 01 03 C0 00 A0 E8 52","WB18","D",28,5,1899-12-31 00:16:07
"A0 01 03 C0 00 A0 E8 52","WB18","D",13,6,1899-12-31 01:50:26
"A0 01 03 C0 00 A0 E8 52","WB18","D",26,6,1899-12-31 00:36:19
"A0 01 03 C0 00 A0 E8 55","WB18","D",16,2,1899-12-31 00:12:24
"A0 01 03 C0 00 A0 E8 55","WB18","D",18,3,1899-12-31 01:17:12
"A0 01 03 C0 00 A0 E8 55","WB18","D",20,3,1899-12-31 00:44:44
"A0 01 03 C0 00 A0 E8 55","WB18","D",21,3,1899-12-31 01:40:40
"A0 01 03 C0 00 A0 E8 55","WB18","D",17,7,1899-12-31 00:55:33
"A0 01 03 C0 00 A0 E8 55","WB18","D",19,16,1899-12-31 00:14:30
"A0 01 03 C0 00 A0 E8 74","WB18","D",15,1,1899-12-31 00:25:58
"A0 01 03 C0 00 A0 E8 74","WB18","D",17,1,1899-12-31 00:09:39
"A0 01 03 C0 00 A0 E8 74","WB18","D",18,1,1899-12-31 00:58:47
"A0 01 03 C0 00 A0 E8 74","WB18","D",23,1,1899-12-31 02:14:34
"A0 01 03 C0 00 A0 E8 74","WB18","D",24,2,1899-12-31 00:23:41
"A0 01 03 C0 00 A0 E8 74","WB18","D",26,3,1899-12-31 01:01:12
"A0 01 03 C0 00 A0 E8 74","WB18","D",19,4,1899-12-31 00:18:32
"A0 01 03 C0 00 A0 E8 74","WB18","D",21,5,1899-12-31 00:51:34
"A0 01 03 C0 00 A0 E8 74","WB18","D",22,5,1899-12-31 00:41:21
"A0 01 03 C0 00 A0 E8 74","WB18","D",20,6,1899-12-31 00:28:35
"A0 01 03 C0 00 C0 73 50","WB18","D",22,1,1899-12-31 02:00:26
"A0 01 03 C0 00 C0 73 50","WB18","D",27,2,1899-12-31 03:15:14
"A0 01 03 C0 00 C0 73 50","WB18","D",28,4,1899-12-31 00:19:36
"A0 01 03 C0 00 C0 F3 47","WB18","D",5,1,1899-12-31 01:11:46
"A0 01 03 C0 00 C0 F3 47","WB18","D",14,1,1899-12-31 00:32:54
"A0 01 03 C0 00 C0 F3 47","WB18","D",3,2,1899-12-31 00:15:08
"A0 01 03 C0 00 20 6D D3","WB18_2","D",25,2,1899-12-31 01:21:44
"A0 01 03 C0 00 20 6D D3","WB18_2","D",27,4,1899-12-31 00:28:26
"A0 01 03 C0 00 20 6D D3","WB18_2","D",26,6,1899-12-31 00:31:15
"A0 01 03 C0 00 20 6D D3","WB18_2","D",28,8,1899-12-31 00:31:29
"A0 01 03 C0 00 20 ED 4D","WB18_2","D",25,1,1899-12-31 00:29:48
"A0 01 03 C0 00 20 ED 4D","WB18_2","D",24,4,1899-12-31 00:21:31
"A0 01 03 C0 00 20 ED 4D","WB18_2","D",28,7,1899-12-31 00:20:04
"A0 01 03 C0 00 20 ED 4D","WB18_2","D",26,9,1899-12-31 00:24:04
"A0 01 03 C0 00 20 ED 4D","WB18_2","D",23,10,1899-12-31 00:17:35
